id,date,account_name,description,amount,before_category,after_category,before_category_source,after_category_source,before_tags,after_tags,before_merchant,after_merchant,before_income_override,after_income_override,before_exclude,after_exclude,change_type,winning_rule_id,winning_rule_name,winning_rule_tier
6d6e88d4-bd54-4e6f-b210-210464d98a08,2019-02-07,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
c488841e-73cb-4474-bae8-2236ab253470,2019-02-08,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
bb087c71-0710-44cc-a054-6a8b87a2560f,2019-02-11,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
ebceb020-ef9d-40bc-9a7e-617b7fb3ca99,2019-02-11,BMO CAD Credit Card,MCDONALD'S#19072 ETOBICOKE ON,-16.02,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1687,,generated_curated
5b178264-8c3d-4c9f-9981-5623c64127b4,2019-02-12,BMO CAD Credit Card,MCDONALD'S#11428 Q 04 MISSISSAUGA ON,-7.79,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1687,,generated_curated
de778b0b-6e63-43d9-94ea-89dd05a9f85d,2019-02-12,BMO CAD Credit Card,ADVANTAGEPARKING QPS OTTAWA ON,-4.5,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1945,,generated_curated
f194bab5-8b65-44cb-9a04-04c3289791d1,2019-02-14,BMO CAD Credit Card,IMPARK 00110062 A OTTAWA ON,-6,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
506223d9-ea03-408d-9384-9a6520c34904,2019-02-14,BMO CAD Credit Card,MCDONALD'S#19072 ETOBICOKE ON,-6.99,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1687,,generated_curated
cf1642d6-7ef5-4f49-9ddb-43b341284c8b,2019-02-15,BMO CAD Credit Card,MCDONALD'S#11428 Q 04 MISSISSAUGA ON,-7.79,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1687,,generated_curated
fd8f2d8c-fa4d-4f7a-9d11-b96e05350c4c,2019-02-15,BMO CAD Credit Card,NATIONALCARRENTAL TORONTO ON,-238.36,Auto & Transportation,Travel,import_default,rule_manual,[],[],,,0,0,0,0,material,1644,,generated_curated
033c0755-4907-4590-bf43-93e7d4d62faf,2019-02-16,BMO CAD Credit Card,TIMHORTON'S#2434 NEPEAN ON,-3.19,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1708,,generated_curated
27b74f0d-3a27-4571-803c-4a585428ce6a,2019-02-16,BMO CAD Credit Card,VACAC/21644211 MONTREAL QC,-2698,Travel,Travel,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1650,,generated_curated
32f1b8aa-d276-4c72-811f-860a92295d28,2019-02-19,BMO CAD Credit Card,COSTCOWHOLESALEW 1263 NEPEAN ON,-185.81,Costco,Costco,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1841,,generated_curated
5b8c9671-990a-430a-b466-a774e3edd1b3,2019-02-19,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-3,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
de96fd1c-044e-4cab-8fce-df07ff8a8d0f,2019-02-19,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
38af346e-8d2f-4d28-9434-8add2cec98ff,2019-02-20,BMO CAD Credit Card,AIRCAN*00142108379669 AIRCANADA.COMMB,-720.56,Travel,Travel,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1647,,generated_curated
52947f1a-f710-419a-8125-8a9598b21bfc,2019-02-20,BMO CAD Credit Card,TIMHORTONS#7525 NEPEAN ON,-7.22,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1707,,generated_curated
36d5ce39-e64a-4877-88bc-5f4e123e09ee,2019-02-21,BMO CAD Credit Card,IMPARK 00110008 U OTTAWA ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
58a35da3-3535-4f52-9e98-3a12e680b05a,2019-02-22,BMO CAD Credit Card,ROGERS*597028075 888-764-3771 ON,-205.31,Utilities & Taxes,Utilities & Taxes,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1677,,generated_curated
c29e2290-e3c0-48ab-b3ec-80fc6a3011d7,2019-02-22,BMO CAD Credit Card,TIMHORTONS Toronto ON,-10,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1707,,generated_curated
924979e0-4675-4786-b0b2-a39926449dc9,2019-02-24,BMO CAD Credit Card,AMZNMktp CA*MI 4 OD 8 BJ 0 WWW.AMAZON.CAON,-23.72,Amazon,Amazon,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1642,,generated_curated
fecb98db-aa17-43e3-a0d0-012d6c319b28,2019-02-24,BMO CAD Credit Card,EXPEDIA 7414787047577 EXPEDIA.CA ON,-225.12,Travel,Travel,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1659,,generated_curated
a58a28c0-6818-49a8-846b-4e41e6bec299,2019-02-24,BMO CAD Credit Card,EXPEDIA 7414786282539 EXPEDIA.CA ON,-155.43,Travel,Travel,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1659,,generated_curated
22fbf275-4272-40df-83b4-bda96aeb8a70,2019-02-24,BMO CAD Credit Card,COSTCOWHOLESALEW 1263 NEPEAN ON,-29.35,Costco,Costco,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1841,,generated_curated
0e734f41-b9ca-419a-b2fc-14457f0cd983,2019-02-25,BMO CAD Credit Card,ANNUALFEEADJUSTMENT,50,Bank Fees,Bank Fees,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1818,,generated_curated
8776c2db-957f-4455-8c52-1695c6bd439d,2019-02-25,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
d6c29f78-749a-44b3-a2bc-cd04573331db,2019-02-25,BMO CAD Credit Card,AMZNMktp CA*MI 5 D 17 QI 1 WWW.AMAZON.CAON,-15.99,Amazon,Amazon,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1642,,generated_curated
621bbd95-1893-4286-941c-96a8cfd3755c,2019-02-25,BMO CAD Credit Card,ANNUALCARDFEE,-120,Bank Fees,Bank Fees,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1947,,generated_curated
0195d52b-5516-4da9-8e7f-f5db46519c85,2019-02-25,BMO CAD Credit Card,BMOCCBALINSTAX,-0.17,Insurance & Benefits,Insurance & Benefits,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1883,,generated_curated
5309ccf0-295b-4c80-bd3b-8a147aa86057,2019-02-25,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,500,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
fe2eaddc-02b7-4d89-8352-e3b90e045650,2019-02-25,BMO CAD Credit Card,ADDITIONALCARD(S)FEE,-50,Bank Fees,Bank Fees,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1816,,generated_curated
115ba8e9-6b94-4c53-9850-bc07bb4b5f38,2019-02-25,BMO CAD Credit Card,BMOCCBALINS,-2.11,Insurance & Benefits,Insurance & Benefits,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1882,,generated_curated
3f845dc7-7c71-48a1-9c1e-ddedfb3baf34,2019-02-25,BMO CAD Credit Card,ANNUALFEEADJUSTMENT,120,Bank Fees,Bank Fees,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1818,,generated_curated
17bdd369-2c02-4ce7-bf2a-0f7d3c02a364,2019-02-27,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
fcf84de8-664c-4688-a4f4-f64e97bfc968,2019-02-28,BMO CAD Credit Card,WESTJET 883821459837500 CALGARY AB,-241.12,Travel,Travel,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1648,,generated_curated
7dfd532d-7b6b-4ac2-a3bb-e1fc90fa697c,2019-03-01,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
bc9c011e-e938-4b18-a5a7-38ca5d2f959b,2019-03-01,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-56.48,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
5eadd14f-4b83-46bd-b419-faf61f77a03d,2019-03-01,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,7,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
68122daa-c02c-4bb2-9785-28eea1706f0d,2019-03-01,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,100,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
042b632b-25f7-404f-b01b-1c9a934501fe,2019-03-03,BMO CAD Credit Card,ROGERS*CBL 40759298203 888-764-3771 ON,-79.09,Utilities & Taxes,Utilities & Taxes,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1677,,generated_curated
63c40897-7ded-4fa3-a591-2d8a9446b703,2019-03-04,BMO CAD Credit Card,COSTCOWHOLESALEW 1263 NEPEAN ON,-110.78,Costco,Costco,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1841,,generated_curated
9f8af863-0665-4be0-9a89-d8c4f0a54cc6,2019-03-04,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
2ca52ccf-9854-4907-8166-14d10efb622c,2019-03-05,BMO CAD Credit Card,Amazon.ca*MI 9 P 51 W 91 AMAZON.CA ON,-27.09,Amazon,Amazon,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1642,,generated_curated
2dc711e8-44d4-4e13-9124-1d27c433e958,2019-03-05,BMO CAD Credit Card,AMZNMktp CA*MI 2946 RO 1 WWW.AMAZON.CAON,-36.67,Amazon,Amazon,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1642,,generated_curated
6e5ce84a-b2a3-4232-9c0c-1e6ba80a35a7,2019-03-05,BMO CAD Credit Card,DR.ANDREEABIRSILADE OTTAWA ON,-171,Health & Medical,Health & Medical,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1931,,generated_curated
ae4596ec-f2d1-427d-9834-6bda57ca65eb,2019-03-06,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
c9ca9c95-4686-4195-888f-945d3ff73d9b,2019-03-06,BMO CAD Credit Card,METRO#256 NEPEAN ON,-12.15,Groceries & Pharmacy,Groceries & Pharmacy,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1785,,generated_curated
37acfc35-70f5-41df-9231-5687c8d6b31f,2019-03-06,BMO CAD Credit Card,CAFEDELUXE OTTAWA ON,-6.39,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1880,,generated_curated
70e831a1-a92a-43f2-908e-74f0a6e03177,2019-03-07,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
dc05482c-8cbf-4413-84da-531d9da07a17,2019-03-07,BMO CAD Credit Card,TIMHORTONS Toronto ON,-10,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1707,,generated_curated
f8eb2b33-2378-4d13-a5de-13236487825e,2019-03-08,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
4b40ae38-cbcf-4fce-b910-7c3afdf40aad,2019-03-10,BMO CAD Credit Card,TIMHORTONS#2190#QTH EDMONTON AB,-5.75,Auto & Transportation,Dining,import_default,rule_manual,[],[],,,0,0,0,0,material,1707,,generated_curated
a9aa1a01-b366-4aaa-99c3-b6726275d8d8,2019-03-11,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
a0de6277-db63-4192-aeb1-c596f8dd92c0,2019-03-15,BMO CAD Credit Card,EUREST-63365 WESTJET CALGARY AB,-12.26,Travel,Travel,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1648,,generated_curated
fdfab809-326f-45da-bc9f-501f276b8730,2019-03-16,BMO CAD Credit Card,IMPARK 00110004 A OTTAWA ON,-20,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
3676de75-64ca-4d93-8ab4-c7995d8adc43,2019-03-16,BMO CAD Credit Card,Calg Park Web Pay 1042040 CALGARY AB,-1,Travel - Entertainment,Travel - Entertainment,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1826,,generated_curated
2345ed0a-ea2b-4660-a2ec-72917aada892,2019-03-17,BMO CAD Credit Card,AMZNMktp CA*MW 5 AN 43 Z 0 WWW.AMAZON.CAON,-61.18,Amazon,Amazon,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1642,,generated_curated
7f8c78b1-aff6-4a51-ae07-7567a912ee79,2019-03-17,BMO CAD Credit Card,DOORDASH*PAPITOSCHICK DOWNTOWNTOROON,-21.82,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1710,,generated_curated
90673bbc-387d-450c-8c17-4b5a6dcb5ba6,2019-03-18,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
8e970d9e-1985-4589-baba-cbde550c589a,2019-03-19,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
ec88d75e-1066-4d9b-965d-5135f25b74f1,2019-03-21,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
5eafea3a-28fc-4ede-b157-80bc0f3824a1,2019-03-22,BMO CAD Credit Card,ROGERS*597028075 888-764-3771 ON,-241.81,Utilities & Taxes,Utilities & Taxes,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1677,,generated_curated
8d65597b-c281-4730-ac3a-0e8aeb26dfe7,2019-03-22,BMO CAD Credit Card,PIZZAHUTR 296-48 NEPEAN ON,-31.63,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,2011,,generated_curated
c56d17dd-7cf5-41b1-81ab-c07b6bbb17c0,2019-03-25,BMO CAD Credit Card,BMOCCBALINSTAX,-0.12,Insurance & Benefits,Insurance & Benefits,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1883,,generated_curated
9427f97c-51b8-4022-8a04-09d5e50fffbf,2019-03-25,BMO CAD Credit Card,BMOCCBALINS,-1.56,Insurance & Benefits,Insurance & Benefits,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1882,,generated_curated
fc3da261-5f2c-470a-b045-7e4137572a42,2019-03-25,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
6f21724f-709a-4c89-98b0-25a2f7aae51f,2019-03-25,BMO CAD Credit Card,AIRCAN*00142110317967 AIRCANADA.COMMB,-510.81,Travel,Travel,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1647,,generated_curated
9a1eac65-0c67-4cee-bb5f-13128eb11ebf,2019-03-26,BMO CAD Credit Card,ADVANTAGEPARKING QPS OTTAWA ON,-3,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1945,,generated_curated
25a299d9-1c7f-41cd-9303-d5ddeb630a42,2019-03-28,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
6010b22d-528e-4850-89e8-190f380a026e,2019-03-29,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
a89c5b02-d7e0-4ce8-9b31-137a515a5956,2019-03-30,BMO CAD Credit Card,AMZNMktp CA*MW 1 MA 36 F 1 WWW.AMAZON.CAON,-28.98,Amazon,Amazon,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1642,,generated_curated
bf9a8c37-3389-4d20-938e-9493b884052c,2019-03-30,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
ca06009c-2c87-4774-ab37-fd6c8ff685f5,2019-03-31,BMO CAD Credit Card,AMZNMktp CA*MW 39 Z 68 S 0 WWW.AMAZON.CAON,-24.87,Amazon,Amazon,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1642,,generated_curated
c2f2e9aa-6bf6-4e49-9f8b-62103a8d6e03,2019-04-01,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,7,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
a389403f-7643-44ed-befa-c69f0580164d,2019-04-01,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
5a9449af-de46-4641-8de7-b0551625b065,2019-04-01,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,100,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
7451dddd-2198-4b04-9183-0832f52ed604,2019-04-02,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-14.68,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
8df4c79b-e622-4748-bae2-ae65c2cc3caa,2019-04-02,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
502a8404-7244-4d9e-8e4a-777932ec4351,2019-04-03,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
d72fb6a6-6762-481a-943b-2dc90646fe52,2019-04-03,BMO CAD Credit Card,ROGERS*CBL 40759298203 888-764-3771 ON,-80.57,Utilities & Taxes,Utilities & Taxes,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1677,,generated_curated
16392347-a198-4348-8010-3f932e2f10ce,2019-04-03,BMO CAD Credit Card,CAFEDELUXE OTTAWA ON,-1.5,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1880,,generated_curated
cbf6e7b7-1291-4e08-ac06-7897f8ea4d5c,2019-04-04,BMO CAD Credit Card,DR.ANDREEABIRSILADE OTTAWA ON,-235,Health & Medical,Health & Medical,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1931,,generated_curated
ceda2048-523f-4f13-a548-47a922b010e4,2019-04-04,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
def1788f-70e2-40b3-9022-785b23c2dc05,2019-04-04,BMO CAD Credit Card,TIMHORTONS Toronto ON,-10,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1707,,generated_curated
b864e72d-32d3-4e5b-91e3-614f0c759a51,2019-04-05,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
54a12856-68a8-40fe-a067-56a787ed700d,2019-04-05,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,43,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
b6ae9823-34a6-4083-bce6-7ebc0e07762b,2019-04-08,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
4b8bc706-508b-496b-9c6d-fa5350a10a7c,2019-04-09,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-45.2,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
3bade77c-fbcc-45e6-a428-26eb517d996c,2019-04-09,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-22.59,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
ff674cfa-3455-466d-a604-6bde0a8875da,2019-04-09,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,27.12,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
0d917115-bc69-4640-9f0c-6d3ad0616881,2019-04-09,BMO CAD Credit Card,TIMHORTONS Toronto ON,-10,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1707,,generated_curated
767aa927-bae1-425d-845d-6c1aa669f105,2019-04-12,BMO CAD Credit Card,MILESTONESOTTAWA 5231 OTTAWA ON,-18.55,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,2120,,generated_curated
4e28b078-e4fe-4fa6-81e0-e71e2e22307a,2019-04-12,BMO CAD Credit Card,AMZNMktp CA*MW 6 ZA 0 YK 2 WWW.AMAZON.CAON,-126.67,Amazon,Amazon,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1642,,generated_curated
b922408c-721e-4928-9b5c-7c4241c5173b,2019-04-13,BMO CAD Credit Card,TIMHORTONS Toronto ON,-10,Dining,Dining,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1707,,generated_curated
78186f69-f073-4d80-ac09-be7b15bd4e49,2019-04-13,BMO CAD Credit Card,ESSO OTTAWA ON,-53,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1621,,generated_curated
e41b7ad4-a9aa-4022-96c4-7d8c47733de6,2019-04-14,BMO CAD Credit Card,AMZNMktp CA*MZ 8 J 59 OV 2 WWW.AMAZON.CAON,-42.95,Amazon,Amazon,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1642,,generated_curated
fd181d91-f2a1-4de6-8985-12ff043312f0,2019-04-15,BMO CAD Credit Card,PAYMENTRECEIVED-THANKYOU,1000,CC Payment,CC Payment,import_default,rule_manual,[],[],,,0,0,1,1,source_only,2295,,generated_curated
61c8c4e6-5131-4d4b-a69d-bdf675c20c3c,2019-04-16,BMO CAD Credit Card,IMPARK 00110008 H 844-309-1028 ON,-13,Auto & Transportation,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,source_only,1623,,generated_curated
