id,source,name,keyword,match_type,category_id,category_name,priority,is_enabled,stop_processing,confidence,conditions_json,actions_json
49,manual,,MARRIOTT,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""MARRIOTT"",""case_sensitive"":false}}","{""set_category_id"":4}"
50,manual,,HILTON,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""HILTON"",""case_sensitive"":false}}","{""set_category_id"":4}"
51,manual,,HYATT,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""HYATT"",""case_sensitive"":false}}","{""set_category_id"":4}"
52,manual,,HOLIDAY INN,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""HOLIDAY INN"",""case_sensitive"":false}}","{""set_category_id"":4}"
53,manual,,UNITED,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""UNITED"",""case_sensitive"":false}}","{""set_category_id"":4}"
54,manual,,AMERICAN AIR,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""AMERICAN AIR"",""case_sensitive"":false}}","{""set_category_id"":4}"
55,manual,,SOUTHWEST,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""SOUTHWEST"",""case_sensitive"":false}}","{""set_category_id"":4}"
56,manual,,GROTTOBAYBEACHRESOR,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""GROTTOBAYBEACHRESOR"",""case_sensitive"":false}}","{""set_category_id"":4}"
57,manual,,ARUBAONEPLAZAMANAGE,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""ARUBAONEPLAZAMANAGE"",""case_sensitive"":false}}","{""set_category_id"":4}"
58,manual,,AIRLINE,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""AIRLINE"",""case_sensitive"":false}}","{""set_category_id"":4}"
59,manual,,FLIGHT,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""FLIGHT"",""case_sensitive"":false}}","{""set_category_id"":4}"
60,manual,,AIRWAYS,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""AIRWAYS"",""case_sensitive"":false}}","{""set_category_id"":4}"
61,manual,,SAIKORONLLC,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""SAIKORONLLC"",""case_sensitive"":false}}","{""set_category_id"":4}"
62,manual,,DJI.COM,contains_case_insensitive,4,Travel,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""DJI.COM"",""case_sensitive"":false}}","{""set_category_id"":4}"
63,manual,,ENBRIDGE,contains_case_insensitive,5,Utilities & Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""ENBRIDGE"",""case_sensitive"":false}}","{""set_category_id"":5}"
64,manual,,HYDRO,contains_case_insensitive,5,Utilities & Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""HYDRO"",""case_sensitive"":false}}","{""set_category_id"":5}"
65,manual,,BELL,contains_case_insensitive,5,Utilities & Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""BELL"",""case_sensitive"":false}}","{""set_category_id"":5}"
66,manual,,ROGERS,contains_case_insensitive,5,Utilities & Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""ROGERS"",""case_sensitive"":false}}","{""set_category_id"":5}"
67,manual,,TELUS,contains_case_insensitive,5,Utilities & Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""TELUS"",""case_sensitive"":false}}","{""set_category_id"":5}"
68,manual,,OTTAWA WATER,contains_case_insensitive,5,Utilities & Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""OTTAWA WATER"",""case_sensitive"":false}}","{""set_category_id"":5}"
69,manual,,FIDO,contains_case_insensitive,5,Utilities & Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""FIDO"",""case_sensitive"":false}}","{""set_category_id"":5}"
70,manual,,KOODO,contains_case_insensitive,5,Utilities & Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""KOODO"",""case_sensitive"":false}}","{""set_category_id"":5}"
71,manual,,OTT WTR SWR,contains_case_insensitive,5,Utilities & Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""OTT WTR SWR"",""case_sensitive"":false}}","{""set_category_id"":5}"
72,manual,,BASKIN ROBBINS,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""BASKIN ROBBINS"",""case_sensitive"":false}}","{""set_category_id"":6}"
73,manual,,NANDO,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""NANDO"",""case_sensitive"":false}}","{""set_category_id"":6}"
74,manual,,CHOP-140,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CHOP-140"",""case_sensitive"":false}}","{""set_category_id"":6}"
75,manual,,CHOP STEAKHOUSE,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CHOP STEAKHOUSE"",""case_sensitive"":false}}","{""set_category_id"":6}"
76,manual,,MCDONALD,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""MCDONALD"",""case_sensitive"":false}}","{""set_category_id"":6}"
77,manual,,BURGER KING,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""BURGER KING"",""case_sensitive"":false}}","{""set_category_id"":6}"
78,manual,,WENDY,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""WENDY"",""case_sensitive"":false}}","{""set_category_id"":6}"
79,manual,,SUBWAY,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""SUBWAY"",""case_sensitive"":false}}","{""set_category_id"":6}"
80,manual,,STARBUCKS,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""STARBUCKS"",""case_sensitive"":false}}","{""set_category_id"":6}"
81,manual,,DUNKIN,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""DUNKIN"",""case_sensitive"":false}}","{""set_category_id"":6}"
82,manual,,CAFE,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CAFE"",""case_sensitive"":false}}","{""set_category_id"":6}"
83,manual,,RESTAURANT,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""RESTAURANT"",""case_sensitive"":false}}","{""set_category_id"":6}"
84,manual,,DINING,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""DINING"",""case_sensitive"":false}}","{""set_category_id"":6}"
85,manual,,PIZZA,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""PIZZA"",""case_sensitive"":false}}","{""set_category_id"":6}"
86,manual,,CHIPOTLE,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CHIPOTLE"",""case_sensitive"":false}}","{""set_category_id"":6}"
87,manual,,PANERA,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""PANERA"",""case_sensitive"":false}}","{""set_category_id"":6}"
88,manual,,RAISING CANES,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""RAISING CANES"",""case_sensitive"":false}}","{""set_category_id"":6}"
89,manual,,WHITE CASTLE,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""WHITE CASTLE"",""case_sensitive"":false}}","{""set_category_id"":6}"
90,manual,,CHICK-FIL-A,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CHICK-FIL-A"",""case_sensitive"":false}}","{""set_category_id"":6}"
91,manual,,TACO BELL,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""TACO BELL"",""case_sensitive"":false}}","{""set_category_id"":6}"
92,manual,,KFC,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""KFC"",""case_sensitive"":false}}","{""set_category_id"":6}"
93,manual,,CAESAR,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CAESAR"",""case_sensitive"":false}}","{""set_category_id"":6}"
94,manual,,SHAWARMA,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""SHAWARMA"",""case_sensitive"":false}}","{""set_category_id"":6}"
95,manual,,BAKER,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""BAKER"",""case_sensitive"":false}}","{""set_category_id"":6}"
96,manual,,TIMHORTONS,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""TIMHORTONS"",""case_sensitive"":false}}","{""set_category_id"":6}"
97,manual,,TIM HORTONS,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""TIM HORTONS"",""case_sensitive"":false}}","{""set_category_id"":6}"
98,manual,,UBEREATS,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""UBEREATS"",""case_sensitive"":false}}","{""set_category_id"":6}"
99,manual,,DOORDASH,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""DOORDASH"",""case_sensitive"":false}}","{""set_category_id"":6}"
100,manual,,A&W,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""A&W"",""case_sensitive"":false}}","{""set_category_id"":6}"
101,manual,,FOOD,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""FOOD"",""case_sensitive"":false}}","{""set_category_id"":6}"
102,manual,,KITCHEN,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""KITCHEN"",""case_sensitive"":false}}","{""set_category_id"":6}"
103,manual,,BALADINA,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""BALADINA"",""case_sensitive"":false}}","{""set_category_id"":6}"
104,manual,,MILESTONES,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""MILESTONES"",""case_sensitive"":false}}","{""set_category_id"":6}"
105,manual,,MOXIES,contains_case_insensitive,6,Dining,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""MOXIES"",""case_sensitive"":false}}","{""set_category_id"":6}"
106,manual,,LENSCRAFTERS,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""LENSCRAFTERS"",""case_sensitive"":false}}","{""set_category_id"":7}"
107,manual,,DYNACARE,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""DYNACARE"",""case_sensitive"":false}}","{""set_category_id"":7}"
108,manual,,VITALITY PHYSIO,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""VITALITY PHYSIO"",""case_sensitive"":false}}","{""set_category_id"":7}"
109,manual,,CHIROPRACT,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CHIROPRACT"",""case_sensitive"":false}}","{""set_category_id"":7}"
110,manual,,FAMILY OTTAWA,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""FAMILY OTTAWA"",""case_sensitive"":false}}","{""set_category_id"":7}"
111,manual,,BIRSILADE,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""BIRSILADE"",""case_sensitive"":false}}","{""set_category_id"":7}"
112,manual,,NATUROPATHIC,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""NATUROPATHIC"",""case_sensitive"":false}}","{""set_category_id"":7}"
113,manual,,COUNSELLING,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""COUNSELLING"",""case_sensitive"":false}}","{""set_category_id"":7}"
114,manual,,DENTAL,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""DENTAL"",""case_sensitive"":false}}","{""set_category_id"":7}"
115,manual,,CLINIC,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CLINIC"",""case_sensitive"":false}}","{""set_category_id"":7}"
116,manual,,HEALTH,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""HEALTH"",""case_sensitive"":false}}","{""set_category_id"":7}"
117,manual,,PHARMACY,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""PHARMACY"",""case_sensitive"":false}}","{""set_category_id"":7}"
118,manual,,INVITAE,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""INVITAE"",""case_sensitive"":false}}","{""set_category_id"":7}"
119,manual,,CVS,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CVS"",""case_sensitive"":false}}","{""set_category_id"":7}"
120,manual,,WALGREENS,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""WALGREENS"",""case_sensitive"":false}}","{""set_category_id"":7}"
121,manual,,RITE AID,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""RITE AID"",""case_sensitive"":false}}","{""set_category_id"":7}"
122,manual,,IBALANCEPHYSIOTHERAPY,contains_case_insensitive,7,Health & Medical,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""IBALANCEPHYSIOTHERAPY"",""case_sensitive"":false}}","{""set_category_id"":7}"
123,manual,,ABELLPESTCONTROLINC,contains_case_insensitive,8,Home Maintenance/upgrade,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""ABELLPESTCONTROLINC"",""case_sensitive"":false}}","{""set_category_id"":8}"
124,manual,,PUREWATER TOTAL HOME,contains_case_insensitive,8,Home Maintenance/upgrade,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""PUREWATER TOTAL HOME"",""case_sensitive"":false}}","{""set_category_id"":8}"
125,manual,,JOHN THE PLUMBER,contains_case_insensitive,8,Home Maintenance/upgrade,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""JOHN THE PLUMBER"",""case_sensitive"":false}}","{""set_category_id"":8}"
126,manual,,RONA,contains_case_insensitive,8,Home Maintenance/upgrade,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""RONA"",""case_sensitive"":false}}","{""set_category_id"":8}"
127,manual,,CITY OF OTTAWA TAX,contains_case_insensitive,9,Property Tax,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CITY OF OTTAWA TAX"",""case_sensitive"":false}}","{""set_category_id"":9}"
128,manual,,CITY OF OTTAWA - TAX,contains_case_insensitive,9,Property Tax,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CITY OF OTTAWA - TAX"",""case_sensitive"":false}}","{""set_category_id"":9}"
129,manual,,OTTAWA TAXES K7J3Q8,contains_case_insensitive,9,Property Tax,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""OTTAWA TAXES K7J3Q8"",""case_sensitive"":false}}","{""set_category_id"":9}"
130,manual,,CRA,contains_case_insensitive,10,Income Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CRA"",""case_sensitive"":false}}","{""set_category_id"":10}"
131,manual,,TAXES,contains_case_insensitive,10,Income Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""TAXES"",""case_sensitive"":false}}","{""set_category_id"":10}"
132,manual,,RECEIVER GENERAL,contains_case_insensitive,10,Income Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""RECEIVER GENERAL"",""case_sensitive"":false}}","{""set_category_id"":10}"
133,manual,,TAX OWED,contains_case_insensitive,10,Income Taxes,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""TAX OWED"",""case_sensitive"":false}}","{""set_category_id"":10}"
134,manual,,PAYPAL*STMARYCOPT,contains_case_insensitive,11,Donation,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""PAYPAL*STMARYCOPT"",""case_sensitive"":false}}","{""set_category_id"":11}"
135,manual,,ST MARY COPTIC,contains_case_insensitive,11,Donation,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""ST MARY COPTIC"",""case_sensitive"":false}}","{""set_category_id"":11}"
136,manual,,ST. MARY COPTIC,contains_case_insensitive,11,Donation,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""ST. MARY COPTIC"",""case_sensitive"":false}}","{""set_category_id"":11}"
137,manual,,TEAM REALTY,contains_case_insensitive,12,House Downpayment,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""TEAM REALTY"",""case_sensitive"":false}}","{""set_category_id"":12}"
138,manual,,CI INVESTMENTS,contains_case_insensitive,13,Investments,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""CI INVESTMENTS"",""case_sensitive"":false}}","{""set_category_id"":13}"
139,manual,,INVESTIA,contains_case_insensitive,13,Investments,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""INVESTIA"",""case_sensitive"":false}}","{""set_category_id"":13}"
140,manual,,WEALTHSIMPLE,contains_case_insensitive,13,Investments,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""WEALTHSIMPLE"",""case_sensitive"":false}}","{""set_category_id"":13}"
141,manual,,QUESTTRADE,contains_case_insensitive,13,Investments,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""QUESTTRADE"",""case_sensitive"":false}}","{""set_category_id"":13}"
142,manual,,IL042 TFR,contains_case_insensitive,13,Investments,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""IL042 TFR"",""case_sensitive"":false}}","{""set_category_id"":13}"
143,manual,,SLF INV SER,contains_case_insensitive,13,Investments,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""SLF INV SER"",""case_sensitive"":false}}","{""set_category_id"":13}"
144,manual,,TANGERINE,contains_case_insensitive,13,Investments,10,1,0,,"{""description"":{""operator"":""contains"",""value"":""TANGERINE"",""case_sensitive"":false}}","{""set_category_id"":13}"
